Date,close,high,low,open,volume
2024-01-02,396.8407287597656,400.29074630439794,394.5242823920165,400.04431647978134,58026900
2024-01-03,392.6415710449219,395.27345491587533,392.2078822110128,394.218728003583,47002800
2024-01-04,390.6207275390625,393.8834550511076,390.4038681538923,390.7784461902551,39432800
2024-01-05,391.0841064453125,393.8539750888315,389.6942387142963,390.788402707549,44922800
2024-01-08,399.1669921875,399.4528290895522,392.1585132065455,392.30636506653144,42473800
2024-01-09,399.95550537109375,400.8820836865656,395.9731919779015,396.17034782101564,39132900
2024-01-10,402.666259765625,403.6716824367077,399.383828338149,400.2709695281349,33962800
2024-01-11,403.50408935546875,405.3276755701282,398.4670494895205,403.9378081334988,54536200
2024-01-12,403.71112060546875,405.3769883257372,402.3212530356836,404.5391210569186,39595000
2024-01-16,403.6716613769531,405.2488179000694,401.02007468091455,402.47894972910484,43903000
2024-01-17,401.39471435546875,401.76929247140635,397.1660005689436,400.36958802757596,54386000
2024-01-18,407.0921325683594,407.6737032433849,403.31684154852866,404.65740512178894,59562500
2024-01-19,415.1651916503906,415.322910326965,408.70874313748874,409.29031383636556,70325100
2024-01-22,415.7073669433594,418.66452452840616,415.10606259188336,417.36336797136255,44880600
2024-01-23,417.4323425292969,417.64920193832427,414.56389628879094,416.3973194073097,33003800
2024-01-24,419.748779296875,423.7113895972311,419.25591971378685,421.3358027969349,46948000
2024-01-25,420.2613525390625,422.9129393765781,417.92520303935225,422.2426275133017,44367200
2024-01-26,417.757568359375,420.1232879508153,417.10699020742146,418.3785761445014,37137000
2024-01-29,422.0356750488281,422.2328309241424,417.5605013987106,418.2110796891318,38694700
2024-01-30,419.2263488769531,421.57236530293176,418.31950409086363,421.00066142315893,36739000
2024-01-31,411.0153503417969,416.8310878079904,410.8379280992408,414.83994578407896,64010600
2024-02-01,415.8551940917969,416.3480536600138,411.8433099868885,412.80932557002757,51008600
2024-02-02,422.8833312988281,424.095746455159,416.7521577200794,417.74771348622596,59602400
